gene.ID,Base.Mean,log2.FC.,StdErr,Wald.Stats,P.value,P.adj,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V16
vnz_08890,1065.8018,-3.804116117,0.3832134,-9.9268881,3.18e-23,4.5e-21,CP018074.1,2023478,2023479,TSS_02317,319,+,CP018074.1,Genbank,gene,2023451,2024416,.,-,.,1
vnz_08920,303.15358,-2.184150373,0.3070454,-7.1134443,1.13e-12,3.32e-11,CP018074.1,2038199,2038200,TSS_02344,4372,-,CP018074.1,Genbank,gene,2030376,2031572,.,+,.,6628
vnz_08920,303.15358,-2.184150373,0.3070454,-7.1134443,1.13e-12,3.32e-11,CP018074.1,2038342,2038343,TSS_02346,1206,-,CP018074.1,Genbank,gene,2030376,2031572,.,+,.,6771
vnz_08920,303.15358,-2.184150373,0.3070454,-7.1134443,1.13e-12,3.32e-11,CP018074.1,2038363,2038364,TSS_02348,3198,-,CP018074.1,Genbank,gene,2030376,2031572,.,+,.,6792
vnz_08920,303.15358,-2.184150373,0.3070454,-7.1134443,1.13e-12,3.32e-11,CP018074.1,2038220,2038221,TSS_02345,5424,-,CP018074.1,Genbank,gene,2030376,2031572,.,+,.,6649
vnz_09000,118.43564,-3.351474346,0.449619,-7.4540323,9.05e-14,3.09e-12,CP018074.1,2047011,2047012,TSS_02357,40,+,CP018074.1,Genbank,gene,2047961,2048761,.,-,.,949
vnz_09020,589.63795,-4.580571018,0.3800429,-12.052775,1.88e-33,6e-31,CP018074.1,2053252,2053253,TSS_02359,120,+,CP018074.1,Genbank,gene,2052497,2054581,.,-,.,1
vnz_09255,261.36114,2.320846661,0.4491059,5.1677044,2.37e-07,2.65e-06,CP018074.1,2107360,2107361,TSS_02484,35,+,CP018074.1,Genbank,gene,2102767,2108055,.,-,.,1
vnz_09315,52.557556,2.135967161,0.426135,5.0124191,5.37e-07,5.57e-06,CP018074.1,2126179,2126180,TSS_02497,50,-,CP018074.1,Genbank,gene,2122260,2123138,.,+,.,3042
vnz_09560,618.38771,-2.087613897,0.4094442,-5.0986531,3.42e-07,3.68e-06,CP018074.1,2174734,2174735,TSS_02558,659,-,CP018074.1,Genbank,gene,2173356,2174006,.,+,.,729
vnz_09775,340.55254,-4.291854152,0.415678,-10.324949,5.43e-25,8.7e-23,CP018074.1,2212721,2212722,TSS_02603,186,+,CP018074.1,Genbank,gene,2212419,2213453,.,-,.,1
vnz_09775,340.55254,-4.291854152,0.415678,-10.324949,5.43e-25,8.7e-23,CP018074.1,2212773,2212774,TSS_02604,69,+,CP018074.1,Genbank,gene,2212419,2213453,.,-,.,1
vnz_09775,340.55254,-4.291854152,0.415678,-10.324949,5.43e-25,8.7e-23,CP018074.1,2212781,2212782,TSS_02605,50,+,CP018074.1,Genbank,gene,2212419,2213453,.,-,.,1
vnz_09895,59.722602,-3.122618218,0.5261979,-5.9343037,2.95e-09,4.73e-08,CP018074.1,2237707,2237708,TSS_02615,34,+,CP018074.1,Genbank,gene,2237667,2237951,.,-,.,1
vnz_09935,154.46576,-3.515384955,0.5095141,-6.8994854,5.22e-12,1.38e-10,CP018074.1,2243412,2243413,TSS_02644,36,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2309
vnz_09935,154.46576,-3.515384955,0.5095141,-6.8994854,5.22e-12,1.38e-10,CP018074.1,2243310,2243311,TSS_02643,107,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2411
vnz_09935,154.46576,-3.515384955,0.5095141,-6.8994854,5.22e-12,1.38e-10,CP018074.1,2243428,2243429,TSS_02645,440,+,CP018074.1,Genbank,gene,2245722,2246273,.,-,.,2293
vnz_10080,95.220081,3.004101662,0.4848919,6.1954049,5.81e-10,1.08e-08,CP018074.1,2274391,2274392,TSS_02665,98,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,1525
vnz_10080,95.220081,3.004101662,0.4848919,6.1954049,5.81e-10,1.08e-08,CP018074.1,2272447,2272448,TSS_02664,145,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,3469
vnz_10080,95.220081,3.004101662,0.4848919,6.1954049,5.81e-10,1.08e-08,CP018074.1,2275327,2275328,TSS_02667,82,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,589
vnz_10080,95.220081,3.004101662,0.4848919,6.1954049,5.81e-10,1.08e-08,CP018074.1,2271205,2271206,TSS_02663,42,+,CP018074.1,Genbank,gene,2275917,2276177,.,-,.,4711
vnz_10100,456.48156,2.443716421,0.3757133,6.504206,7.81e-11,1.69e-09,CP018074.1,2282252,2282253,TSS_02679,4100,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,3597
vnz_10100,456.48156,2.443716421,0.3757133,6.504206,7.81e-11,1.69e-09,CP018074.1,2282821,2282822,TSS_02682,2804,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,4166
vnz_10100,456.48156,2.443716421,0.3757133,6.504206,7.81e-11,1.69e-09,CP018074.1,2280413,2280414,TSS_02673,123,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,1758
vnz_10100,456.48156,2.443716421,0.3757133,6.504206,7.81e-11,1.69e-09,CP018074.1,2281976,2281977,TSS_02676,302,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,3321
vnz_10100,456.48156,2.443716421,0.3757133,6.504206,7.81e-11,1.69e-09,CP018074.1,2280754,2280755,TSS_02674,275,-,CP018074.1,Genbank,gene,2278357,2278656,.,+,.,2099
vnz_10655,268.73392,-2.906521465,0.369707,-7.8616888,3.79e-15,1.54e-13,CP018074.1,2351903,2351904,TSS_02746,33,+,CP018074.1,Genbank,gene,2351138,2352283,.,-,.,1
vnz_10660,128.27564,-3.085487069,0.4175716,-7.3891209,1.48e-13,4.79e-12,CP018074.1,2351903,2351904,TSS_02746,33,+,CP018074.1,Genbank,gene,2352313,2352888,.,-,.,409
vnz_10805,316.93272,-2.190042869,0.3557437,-6.1562381,7.45e-10,1.35e-08,CP018074.1,2384362,2384363,TSS_02963,878,-,CP018074.1,Genbank,gene,2382479,2383741,.,+,.,622
vnz_10805,316.93272,-2.190042869,0.3557437,-6.1562381,7.45e-10,1.35e-08,CP018074.1,2384474,2384475,TSS_02965,2175,-,CP018074.1,Genbank,gene,2382479,2383741,.,+,.,734
vnz_10810,116.43287,-2.643173303,0.4171969,-6.3355536,2.36e-10,4.61e-09,CP018074.1,2382093,2382094,TSS_02893,728,+,CP018074.1,Genbank,gene,2383830,2384324,.,-,.,1736
vnz_10810,116.43287,-2.643173303,0.4171969,-6.3355536,2.36e-10,4.61e-09,CP018074.1,2381892,2381893,TSS_02853,53,+,CP018074.1,Genbank,gene,2383830,2384324,.,-,.,1937
vnz_10810,116.43287,-2.643173303,0.4171969,-6.3355536,2.36e-10,4.61e-09,CP018074.1,2378855,2378856,TSS_02777,48,+,CP018074.1,Genbank,gene,2383830,2384324,.,-,.,4974
vnz_10810,116.43287,-2.643173303,0.4171969,-6.3355536,2.36e-10,4.61e-09,CP018074.1,2380126,2380127,TSS_02780,43,+,CP018074.1,Genbank,gene,2383830,2384324,.,-,.,3703
vnz_10810,116.43287,-2.643173303,0.4171969,-6.3355536,2.36e-10,4.61e-09,CP018074.1,2380046,2380047,TSS_02778,1797,+,CP018074.1,Genbank,gene,2383830,2384324,.,-,.,3783
vnz_10910,66.279007,-2.015433556,0.4463359,-4.5155087,6.32e-06,4.89e-05,CP018074.1,2409029,2409030,TSS_02980,83,-,CP018074.1,Genbank,gene,2403786,2405234,.,+,.,3796
vnz_10910,66.279007,-2.015433556,0.4463359,-4.5155087,6.32e-06,4.89e-05,CP018074.1,2410869,2410870,TSS_02982,4166,-,CP018074.1,Genbank,gene,2403786,2405234,.,+,.,5636
vnz_10970,105.33411,-3.257452426,0.474949,-6.8585307,6.96e-12,1.8e-10,CP018074.1,2421810,2421811,TSS_02989,570,-,CP018074.1,Genbank,gene,2421058,2423112,.,+,.,1
vnz_11155,51.868735,4.772031778,0.648807,7.3550871,1.91e-13,6.06e-12,CP018074.1,2463454,2463455,TSS_03026,64,-,CP018074.1,Genbank,gene,2462632,2463216,.,+,.,239
vnz_11155,51.868735,4.772031778,0.648807,7.3550871,1.91e-13,6.06e-12,CP018074.1,2463266,2463267,TSS_03025,58,-,CP018074.1,Genbank,gene,2462632,2463216,.,+,.,51
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2472448,2472449,TSS_03045,241,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,4425
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2469108,2469109,TSS_03034,106,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1085
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2472082,2472083,TSS_03044,34,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,4059
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2469328,2469329,TSS_03042,164,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1305
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2469313,2469314,TSS_03041,44,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1290
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2469129,2469130,TSS_03036,102,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1106
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2469064,2469065,TSS_03033,48,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,1041
vnz_11180,196.74148,-5.089818939,0.6840558,-7.4406492,1e-13,3.37e-12,CP018074.1,2473915,2473916,TSS_03050,2384,-,CP018074.1,Genbank,gene,2466864,2468024,.,+,.,5892
vnz_11275,188.21373,-2.552439999,0.4434252,-5.7561905,8.6e-09,1.3e-07,CP018074.1,2489173,2489174,TSS_03316,80,-,CP018074.1,Genbank,gene,2488521,2489891,.,+,.,1
vnz_11275,188.21373,-2.552439999,0.4434252,-5.7561905,8.6e-09,1.3e-07,CP018074.1,2489272,2489273,TSS_03324,55,-,CP018074.1,Genbank,gene,2488521,2489891,.,+,.,1
vnz_11275,188.21373,-2.552439999,0.4434252,-5.7561905,8.6e-09,1.3e-07,CP018074.1,2489401,2489402,TSS_03326,73,-,CP018074.1,Genbank,gene,2488521,2489891,.,+,.,1
vnz_11605,195.4756,-2.400410128,0.3994253,-6.0096592,1.86e-09,3.1e-08,CP018074.1,2564851,2564852,TSS_03412,470,+,CP018074.1,Genbank,gene,2564040,2565035,.,-,.,1
vnz_11830,1641.2959,-4.781018267,0.3779933,-12.648422,1.14e-36,5.25e-34,CP018074.1,2620252,2620253,TSS_03514,45,-,CP018074.1,Genbank,gene,2620126,2620770,.,+,.,1
vnz_11830,1641.2959,-4.781018267,0.3779933,-12.648422,1.14e-36,5.25e-34,CP018074.1,2621560,2621561,TSS_03515,58,-,CP018074.1,Genbank,gene,2620126,2620770,.,+,.,791
vnz_11885,180.02598,-2.654458922,0.4118927,-6.4445405,1.16e-10,2.41e-09,CP018074.1,2635733,2635734,TSS_03534,39,-,CP018074.1,Genbank,gene,2633483,2634502,.,+,.,1232
vnz_11890,479.00536,-2.227244883,0.3246799,-6.859817,6.89e-12,1.79e-10,CP018074.1,2635733,2635734,TSS_03534,39,-,CP018074.1,Genbank,gene,2634641,2637223,.,+,.,1
vnz_11890,479.00536,-2.227244883,0.3246799,-6.859817,6.89e-12,1.79e-10,CP018074.1,2643285,2643286,TSS_03536,41,-,CP018074.1,Genbank,gene,2634641,2637223,.,+,.,6063
vnz_12095,1375.1245,-2.790458868,0.3512091,-7.9452928,1.94e-15,8.39e-14,CP018074.1,2688092,2688093,TSS_03576,32,+,CP018074.1,Genbank,gene,2687220,2688689,.,-,.,1
vnz_12095,1375.1245,-2.790458868,0.3512091,-7.9452928,1.94e-15,8.39e-14,CP018074.1,2686436,2686437,TSS_03575,171,+,CP018074.1,Genbank,gene,2687220,2688689,.,-,.,783
vnz_12260,81.851844,-3.154798817,0.641936,-4.9145064,8.9e-07,8.85e-06,CP018074.1,2715858,2715859,TSS_03619,33,+,CP018074.1,Genbank,gene,2718163,2719500,.,-,.,2304
vnz_12580,463.11719,-4.014483077,0.6021784,-6.6666014,2.62e-11,6.1e-10,CP018074.1,2802399,2802400,TSS_03694,100,-,CP018074.1,Genbank,gene,2799698,2801137,.,+,.,1263
vnz_12585,511.51339,-5.130011792,0.6954071,-7.376991,1.62e-13,5.23e-12,CP018074.1,2802399,2802400,TSS_03694,100,-,CP018074.1,Genbank,gene,2801124,2802407,.,+,.,1
vnz_12665,120.10415,-3.473018582,0.7170096,-4.8437546,1.27e-06,1.22e-05,CP018074.1,2821918,2821919,TSS_03718,101,-,CP018074.1,Genbank,gene,2820028,2821710,.,+,.,209
vnz_12665,120.10415,-3.473018582,0.7170096,-4.8437546,1.27e-06,1.22e-05,CP018074.1,2820272,2820273,TSS_03715,86,-,CP018074.1,Genbank,gene,2820028,2821710,.,+,.,1
vnz_12665,120.10415,-3.473018582,0.7170096,-4.8437546,1.27e-06,1.22e-05,CP018074.1,2820217,2820218,TSS_03714,32,-,CP018074.1,Genbank,gene,2820028,2821710,.,+,.,1
vnz_12670,153.53517,-3.419770719,0.6758474,-5.0599743,4.19e-07,4.46e-06,CP018074.1,2821918,2821919,TSS_03718,101,-,CP018074.1,Genbank,gene,2821720,2823423,.,+,.,1
vnz_12675,266.31161,-4.031358606,0.6188825,-6.5139319,7.32e-11,1.6e-09,CP018074.1,2829322,2829323,TSS_03721,448,-,CP018074.1,Genbank,gene,2823453,2825102,.,+,.,4221
vnz_13030,229.67661,-3.869627506,0.4811967,-8.0416751,8.86e-16,4.03e-14,CP018074.1,2897191,2897192,TSS_03796,87,-,CP018074.1,Genbank,gene,2896060,2897358,.,+,.,1
vnz_13030,229.67661,-3.869627506,0.4811967,-8.0416751,8.86e-16,4.03e-14,CP018074.1,2896731,2896732,TSS_03795,68,-,CP018074.1,Genbank,gene,2896060,2897358,.,+,.,1
vnz_13045,145.23829,2.424555739,0.5333136,4.5462102,5.46e-06,4.38e-05,CP018074.1,2902058,2902059,TSS_03801,86,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,1639
vnz_13045,145.23829,2.424555739,0.5333136,4.5462102,5.46e-06,4.38e-05,CP018074.1,2901909,2901910,TSS_03799,308,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,1490
vnz_13045,145.23829,2.424555739,0.5333136,4.5462102,5.46e-06,4.38e-05,CP018074.1,2904975,2904976,TSS_03802,826,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,4556
vnz_13045,145.23829,2.424555739,0.5333136,4.5462102,5.46e-06,4.38e-05,CP018074.1,2901924,2901925,TSS_03800,1727,-,CP018074.1,Genbank,gene,2899947,2900420,.,+,.,1505
vnz_13130,139.58825,-4.158879345,0.5589183,-7.4409436,1e-13,3.37e-12,CP018074.1,2915864,2915865,TSS_03818,77,+,CP018074.1,Genbank,gene,2915576,2916355,.,-,.,1
vnz_13130,139.58825,-4.158879345,0.5589183,-7.4409436,1e-13,3.37e-12,CP018074.1,2915191,2915192,TSS_03815,274,+,CP018074.1,Genbank,gene,2915576,2916355,.,-,.,384
vnz_13130,139.58825,-4.158879345,0.5589183,-7.4409436,1e-13,3.37e-12,CP018074.1,2915211,2915212,TSS_03816,663,+,CP018074.1,Genbank,gene,2915576,2916355,.,-,.,364
vnz_13380,76.190519,-2.69159592,0.5322073,-5.0574203,4.25e-07,4.51e-06,CP018074.1,2975002,2975003,TSS_03910,95,+,CP018074.1,Genbank,gene,2974331,2975020,.,-,.,1
vnz_13385,2072.5125,3.603001254,0.4532376,7.9494764,1.87e-15,8.16e-14,CP018074.1,2978998,2978999,TSS_03925,187,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,3561
vnz_13385,2072.5125,3.603001254,0.4532376,7.9494764,1.87e-15,8.16e-14,CP018074.1,2977704,2977705,TSS_03923,14315,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,2267
vnz_13385,2072.5125,3.603001254,0.4532376,7.9494764,1.87e-15,8.16e-14,CP018074.1,2976325,2976326,TSS_03919,110,-,CP018074.1,Genbank,gene,2975256,2975438,.,+,.,888
vnz_13465,296.9746,-3.310632211,0.4144735,-7.9875612,1.38e-15,6.14e-14,CP018074.1,3003877,3003878,TSS_03943,136,-,CP018074.1,Genbank,gene,3001903,3002457,.,+,.,1421
vnz_13465,296.9746,-3.310632211,0.4144735,-7.9875612,1.38e-15,6.14e-14,CP018074.1,3003287,3003288,TSS_03940,1148,-,CP018074.1,Genbank,gene,3001903,3002457,.,+,.,831
vnz_13465,296.9746,-3.310632211,0.4144735,-7.9875612,1.38e-15,6.14e-14,CP018074.1,3001945,3001946,TSS_03939,54,-,CP018074.1,Genbank,gene,3001903,3002457,.,+,.,1
vnz_13585,70.039582,2.165614174,0.437359,4.9515715,7.36e-07,7.42e-06,CP018074.1,3034990,3034991,TSS_04044,81,-,CP018074.1,Genbank,gene,3030465,3031430,.,+,.,3561
vnz_13585,70.039582,2.165614174,0.437359,4.9515715,7.36e-07,7.42e-06,CP018074.1,3040929,3040930,TSS_04050,1085,-,CP018074.1,Genbank,gene,3030465,3031430,.,+,.,9500
vnz_13585,70.039582,2.165614174,0.437359,4.9515715,7.36e-07,7.42e-06,CP018074.1,3033841,3033842,TSS_04041,32204,-,CP018074.1,Genbank,gene,3030465,3031430,.,+,.,2412
vnz_13585,70.039582,2.165614174,0.437359,4.9515715,7.36e-07,7.42e-06,CP018074.1,3039015,3039016,TSS_04047,1880,-,CP018074.1,Genbank,gene,3030465,3031430,.,+,.,7586
vnz_13585,70.039582,2.165614174,0.437359,4.9515715,7.36e-07,7.42e-06,CP018074.1,3040490,3040491,TSS_04049,314,-,CP018074.1,Genbank,gene,3030465,3031430,.,+,.,9061
vnz_13595,670.20943,-2.641715463,0.3059748,-8.6337673,5.94e-18,3.58e-16,CP018074.1,3032679,3032680,TSS_04037,79,+,CP018074.1,Genbank,gene,3032215,3033669,.,-,.,1
vnz_13595,670.20943,-2.641715463,0.3059748,-8.6337673,5.94e-18,3.58e-16,CP018074.1,3031620,3031621,TSS_04036,42,+,CP018074.1,Genbank,gene,3032215,3033669,.,-,.,594
vnz_13685,89.281254,-2.887976732,0.4818748,-5.9932101,2.06e-09,3.39e-08,CP018074.1,3057862,3057863,TSS_04075,190,-,CP018074.1,Genbank,gene,3056263,3057465,.,+,.,398
vnz_13685,89.281254,-2.887976732,0.4818748,-5.9932101,2.06e-09,3.39e-08,CP018074.1,3057636,3057637,TSS_04074,40,-,CP018074.1,Genbank,gene,3056263,3057465,.,+,.,172
vnz_13705,102.90624,-2.29440504,0.5723139,-4.0089978,6.1e-05,0.00035,CP018074.1,3064630,3064631,TSS_04077,197,-,CP018074.1,Genbank,gene,3062620,3064002,.,+,.,629
vnz_13705,102.90624,-2.29440504,0.5723139,-4.0089978,6.1e-05,0.00035,CP018074.1,3064702,3064703,TSS_04078,220,-,CP018074.1,Genbank,gene,3062620,3064002,.,+,.,701
vnz_13730,293.5355,-3.660681214,0.3731342,-9.8106302,1.01e-22,1.29e-20,CP018074.1,3067366,3067367,TSS_04085,205,+,CP018074.1,Genbank,gene,3068781,3069719,.,-,.,1414
vnz_13900,177.20227,-4.716678886,0.5560011,-8.4832193,2.19e-17,1.27e-15,CP018074.1,3107508,3107509,TSS_04118,38,-,CP018074.1,Genbank,gene,3105601,3105972,.,+,.,1537
vnz_13900,177.20227,-4.716678886,0.5560011,-8.4832193,2.19e-17,1.27e-15,CP018074.1,3109322,3109323,TSS_04120,3558,-,CP018074.1,Genbank,gene,3105601,3105972,.,+,.,3351
vnz_13915,525.22936,-3.259808347,0.3470343,-9.3933327,5.81e-21,5.71e-19,CP018074.1,3109284,3109285,TSS_04119,55,+,CP018074.1,Genbank,gene,3107905,3109296,.,-,.,1
vnz_14250,1263.8034,-3.910499445,0.408122,-9.5816919,9.55e-22,1.03e-19,CP018074.1,3158987,3158988,TSS_04169,44,+,CP018074.1,Genbank,gene,3158778,3160064,.,-,.,1
vnz_14255,155.50852,-2.485332139,0.6100493,-4.0739858,4.62e-05,0.0002774,CP018074.1,3158987,3158988,TSS_04169,44,+,CP018074.1,Genbank,gene,3160454,3161176,.,-,.,1466
vnz_14255,155.50852,-2.485332139,0.6100493,-4.0739858,4.62e-05,0.0002774,CP018074.1,3160092,3160093,TSS_04170,61,+,CP018074.1,Genbank,gene,3160454,3161176,.,-,.,361
vnz_14285,117.01012,-3.323980546,0.5547962,-5.9913546,2.08e-09,3.41e-08,CP018074.1,3172896,3172897,TSS_04183,39,-,CP018074.1,Genbank,gene,3167431,3169830,.,+,.,3067
vnz_14345,779.82908,2.331416009,0.4382047,5.3203813,1.04e-07,1.25e-06,CP018074.1,3179045,3179046,TSS_04184,33,+,CP018074.1,Genbank,gene,3178652,3179287,.,-,.,1
vnz_14350,293.55476,4.743305328,0.4071114,11.651124,2.26e-31,5.96e-29,CP018074.1,3179045,3179046,TSS_04184,33,+,CP018074.1,Genbank,gene,3179387,3190186,.,-,.,341
vnz_14925,524.5593,-2.394196122,0.371722,-6.440825,1.19e-10,2.46e-09,CP018074.1,3329744,3329745,TSS_04357,69,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,6127
vnz_14925,524.5593,-2.394196122,0.371722,-6.440825,1.19e-10,2.46e-09,CP018074.1,3332023,3332024,TSS_04363,304,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,8406
vnz_14925,524.5593,-2.394196122,0.371722,-6.440825,1.19e-10,2.46e-09,CP018074.1,3332318,3332319,TSS_04367,21500,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,8701
vnz_14925,524.5593,-2.394196122,0.371722,-6.440825,1.19e-10,2.46e-09,CP018074.1,3323855,3323856,TSS_04350,1749,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,238
vnz_14925,524.5593,-2.394196122,0.371722,-6.440825,1.19e-10,2.46e-09,CP018074.1,3333918,3333919,TSS_04370,2254,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,10301
vnz_14925,524.5593,-2.394196122,0.371722,-6.440825,1.19e-10,2.46e-09,CP018074.1,3336923,3336924,TSS_04372,112,-,CP018074.1,Genbank,gene,3323052,3323618,.,+,.,13306
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3323017,3323018,TSS_04348,1853,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,620
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3321362,3321363,TSS_04345,136,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,2275
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3320918,3320919,TSS_04344,1086,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,2719
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3320905,3320906,TSS_04343,9615,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,2732
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3322838,3322839,TSS_04346,6080,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,799
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3317574,3317575,TSS_04335,43,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,6063
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3317549,3317550,TSS_04332,189,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,6088
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3319392,3319393,TSS_04336,83,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,4245
vnz_14930,478.09461,4.185224469,0.4704292,8.8966086,5.76e-19,3.89e-17,CP018074.1,3319423,3319424,TSS_04339,8559,+,CP018074.1,Genbank,gene,3323638,3323856,.,-,.,4214
vnz_14955,60.163017,-2.551369241,0.6903263,-3.6958886,0.0002191,0.0010686,CP018074.1,3328093,3328094,TSS_04354,62,+,CP018074.1,Genbank,gene,3327879,3329030,.,-,.,1
vnz_14955,60.163017,-2.551369241,0.6903263,-3.6958886,0.0002191,0.0010686,CP018074.1,3328133,3328134,TSS_04355,38,+,CP018074.1,Genbank,gene,3327879,3329030,.,-,.,1
vnz_14970,371.24554,2.067862465,0.5576295,3.7083092,0.0002086,0.0010243,CP018074.1,3332247,3332248,TSS_04365,35,+,CP018074.1,Genbank,gene,3332457,3333794,.,-,.,209
vnz_15140,558.02107,-3.611293729,0.3692978,-9.7788109,1.39e-22,1.65e-20,CP018074.1,3375070,3375071,TSS_04419,42,-,CP018074.1,Genbank,gene,3374429,3375289,.,+,.,1
vnz_15140,558.02107,-3.611293729,0.3692978,-9.7788109,1.39e-22,1.65e-20,CP018074.1,3375096,3375097,TSS_04420,108,-,CP018074.1,Genbank,gene,3374429,3375289,.,+,.,1
vnz_15140,558.02107,-3.611293729,0.3692978,-9.7788109,1.39e-22,1.65e-20,CP018074.1,3375105,3375106,TSS_04421,128,-,CP018074.1,Genbank,gene,3374429,3375289,.,+,.,1
vnz_15140,558.02107,-3.611293729,0.3692978,-9.7788109,1.39e-22,1.65e-20,CP018074.1,3375162,3375163,TSS_04422,31,-,CP018074.1,Genbank,gene,3374429,3375289,.,+,.,1
vnz_15280,287.86907,-3.447785951,0.3629394,-9.4996182,2.11e-21,2.18e-19,CP018074.1,3408929,3408930,TSS_04479,69,-,CP018074.1,Genbank,gene,3408774,3409421,.,+,.,1
vnz_15435,351.49728,2.561604124,0.4645431,5.5142439,3.5e-08,4.59e-07,CP018074.1,3436901,3436902,TSS_04518,50,+,CP018074.1,Genbank,gene,3440568,3441098,.,-,.,3666
vnz_15660,1040.5834,-2.466814109,0.3271548,-7.5402053,4.69e-14,1.72e-12,CP018074.1,3488835,3488836,TSS_04613,2760,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,2958
vnz_15660,1040.5834,-2.466814109,0.3271548,-7.5402053,4.69e-14,1.72e-12,CP018074.1,3490989,3490990,TSS_04619,112,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,5112
vnz_15660,1040.5834,-2.466814109,0.3271548,-7.5402053,4.69e-14,1.72e-12,CP018074.1,3489708,3489709,TSS_04618,545,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,3831
vnz_15660,1040.5834,-2.466814109,0.3271548,-7.5402053,4.69e-14,1.72e-12,CP018074.1,3488471,3488472,TSS_04605,7655,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,2594
vnz_15660,1040.5834,-2.466814109,0.3271548,-7.5402053,4.69e-14,1.72e-12,CP018074.1,3498407,3498408,TSS_04649,332,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,12530
vnz_15660,1040.5834,-2.466814109,0.3271548,-7.5402053,4.69e-14,1.72e-12,CP018074.1,3498489,3498490,TSS_04651,3717,-,CP018074.1,Genbank,gene,3484640,3485878,.,+,.,12612
vnz_15675,310.97338,2.207609364,0.507843,4.3470312,1.38e-05,9.71e-05,CP018074.1,3488536,3488537,TSS_04609,83,+,CP018074.1,Genbank,gene,3488557,3488766,.,-,.,20
